Comment,Tag,clean_sentence,clean_data
"আলহামদুলিল্লাহ যেমন চেয়েছি ঠিক তেমনি,,সবাই নিতে পারেন",2,আলহামদুলিল্লাহ যেমন চেয়েছি ঠিক তেমনিসবাই নিতে পারেন,আলহামদুলিল্লাহ চেয়েছি তেমনিসবাই
খুব সুন্দর সবাই নিতে পারেন ধন্যবাদ দারাজ ও সেলারকে,2,খুব সুন্দর সবাই নিতে পারেন ধন্যবাদ দারাজ ও সেলারকে,সুন্দর সবাই ধন্যবাদ দারাজ সেলারকে
অর্ডার দিয়েছি L সাইজের কিন্তু পেয়েছি XL সাইজ..,0,অর্ডার দিয়েছি L সাইজের কিন্তু পেয়েছি XL সাইজ,অর্ডার দিয়েছি L সাইজের পেয়েছি XL সাইজ
আমি অর্ডার করেছি XL সাইজে কিন্তু ডেলিভারি  পেয়েছি  L সাইজ .,0,আমি অর্ডার করেছি XL সাইজে কিন্তু ডেলিভারি পেয়েছি L সাইজ,অর্ডার করেছি XL সাইজে ডেলিভারি পেয়েছি L সাইজ
ছবিতে দেখিয়েছেন একটা কিন্তু পাঠিয়েছেন আরেকটা। ফালতু। বালের দারাজ ,0,ছবিতে দেখিয়েছেন একটা কিন্তু পাঠিয়েছেন আরেকটা ফালতু বালের দারাজ,ছবিতে দেখিয়েছেন পাঠিয়েছেন আরেকটা ফালতু বালের দারাজ
যেমন টা চাইছি তেমন হয়নি। সাইজ ছোট হয়ছে।,0,যেমন টা চাইছি তেমন হয়নি সাইজ ছোট হয়ছে,টা চাইছি হয়নি সাইজ ছোট হয়ছে
এককথায় অসাধারণ হইছে।  আমি আরো দুইটা নিতে চাই ,2,এককথায় অসাধারণ হইছে আমি আরো দুইটা নিতে চাই,এককথায় অসাধারণ হইছে আরো দুইটা চাই
একদম ফালতু।এটার কোয়ালিটি খুবই বাজে।এরকম ধোঁকাবাজি করা ঠিক নয়।,0,একদম ফালতুএটার কোয়ালিটি খুবই বাজেএরকম ধোঁকাবাজি করা ঠিক নয়,একদম ফালতুএটার কোয়ালিটি বাজেএরকম ধোঁকাবাজি
খুব বাজে টি-শার্ট দারাজের  প্রোডাক্ট  আগে ভাল ছিল এখন আর নেই। ধীরে ধীরে প্রতারণা শুরু করছে ,0,খুব বাজে টি-শার্ট দারাজের প্রোডাক্ট আগে ভাল ছিল এখন আর নেই ধীরে ধীরে প্রতারণা শুরু করছে,বাজে টি-শার্ট দারাজের প্রোডাক্ট ভাল ধীরে ধীরে প্রতারণা
আমি যেমন চেয়েছি তেমনি পেয়েছি খুব ভালো হয়েছে,2,আমি যেমন চেয়েছি তেমনি পেয়েছি খুব ভালো হয়েছে,চেয়েছি তেমনি পেয়েছি ভালো হয়েছে
আমি কি  বাজে প্রোডাক্ট চেয়েছি?  আমি যেইটা চেয়েছি আমাকে সেইটা দিবেন অন্যটা কেন দিবেন ?,0,আমি কি বাজে প্রোডাক্ট চেয়েছি আমি যেইটা চেয়েছি আমাকে সেইটা দিবেন অন্যটা কেন দিবেন,বাজে প্রোডাক্ট চেয়েছি যেইটা চেয়েছি সেইটা দিবেন অন্যটা দিবেন
প্রোডাক্ট এর কোয়ালিটি খুব একটা ভালো না।প্যাকেজিং ও খুব ভালো না,0,প্রোডাক্ট এর কোয়ালিটি খুব একটা ভালো নাপ্যাকেজিং ও খুব ভালো না,প্রোডাক্ট কোয়ালিটি ভালো নাপ্যাকেজিং ভালো
"যা অর্ডার দিয়েছিলাম, তা পাইনি । আমাকে এমন একটি টি-শার্ট দিয়েছে যা অব্যবহারযোগ্য।",0,যা অর্ডার দিয়েছিলাম তা পাইনি আমাকে এমন একটি টি-শার্ট দিয়েছে যা অব্যবহারযোগ্য,অর্ডার দিয়েছিলাম পাইনি টি-শার্ট অব্যবহারযোগ্য
ধন্যবাদ পেতে চাইলে কথা মত কাজ দরকার। আপনারা কেন মানুষকে হয়রানি করেন আমি জানতে চাই?,0,ধন্যবাদ পেতে চাইলে কথা মত কাজ দরকার আপনারা কেন মানুষকে হয়রানি করেন আমি জানতে চাই,ধন্যবাদ পেতে চাইলে কথা মত দরকার আপনারা মানুষকে হয়রানি চাই
যে  কালার ছবি দেওয়া আছে। সেই  কালার অর্ডার  দিয়েছিলাম  কিন্তু আমাকে অন্য  কালার দেওয়া হয়েছে।৷ এটা কখনো আশা  করিনি দারাজ থেকে। ৷,0,যে কালার ছবি দেওয়া আছে সেই কালার অর্ডার দিয়েছিলাম কিন্তু আমাকে অন্য কালার দেওয়া হয়েছে৷ এটা কখনো আশা করিনি দারাজ থেকে ৷,কালার ছবি কালার অর্ডার দিয়েছিলাম কালার হয়েছে৷ কখনো আশা করিনি দারাজ ৷
অনেক ভালো এমন নয়।। তবে কাজ চলে যাওয়ার মতো।।,1,অনেক ভালো এমন নয় তবে কাজ চলে যাওয়ার মতো,ভালো যাওয়ার
চাইলাম M সাইজ  দিলেন L সাইজ  এইটা তো ঠিক না আপনাদের কথা ও কাজ ঠিক নাই,0,চাইলাম M সাইজ দিলেন L সাইজ এইটা তো ঠিক না আপনাদের কথা ও কাজ ঠিক নাই,চাইলাম M সাইজ L সাইজ এইটা আপনাদের কথা
কালার ততটা উজ্জ্বল ছিলোনা। পোডাক্ট আরও ভালো হওয়া উচিত ছিলো।,1,কালার ততটা উজ্জ্বল ছিলোনা পোডাক্ট আরও ভালো হওয়া উচিত ছিলো,কালার ততটা উজ্জ্বল ছিলোনা পোডাক্ট ভালো হওয়া ছিলো
কম টাকার মধ্যে ভালো একটি পণ্য। কিন্তু ডেলিভারি একটু দেরিতে,1,কম টাকার মধ্যে ভালো একটি পণ্য কিন্তু ডেলিভারি একটু দেরিতে,কম টাকার ভালো পণ্য ডেলিভারি একটু দেরিতে
"চাইলাম XL সাইজ , দিলো L সাইজ এটা কেমন হলো,চাওয়ার সাথে পাওয়ার মিল নেই।",0,চাইলাম XL সাইজ দিলো L সাইজ এটা কেমন হলোচাওয়ার সাথে পাওয়ার মিল নেই,চাইলাম XL সাইজ দিলো L সাইজ কেমন হলোচাওয়ার সাথে পাওয়ার মিল
একদম বাজে মাল দারাজ অ্যাপটি ব্যান করে দেওয়া উচিত,0,একদম বাজে মাল দারাজ অ্যাপটি ব্যান করে দেওয়া উচিত,একদম বাজে মাল দারাজ অ্যাপটি ব্যান
ফালতু সেলার। অর্ডার করছি একটা দিছে আরেকটা ,0,ফালতু সেলার অর্ডার করছি একটা দিছে আরেকটা,ফালতু সেলার অর্ডার করছি দিছে আরেকটা
একদমই বাজে প্রোডাক্ট কেও ভুলেও কিনেন না,0,একদমই বাজে প্রোডাক্ট কেও ভুলেও কিনেন না,একদমই বাজে প্রোডাক্ট কেও ভুলেও কিনেন
আর কী বলবো এই টি শার্টটা অনেক ভালো চাইলে আপনারা কিনতে পারেন,2,আর কী বলবো এই টি শার্টটা অনেক ভালো চাইলে আপনারা কিনতে পারেন,বলবো শার্টটা ভালো চাইলে আপনারা কিনতে
আলহামদুলিল্লাহ! এই দামে এত সুন্দর একটা গেঞ্জি পাব ভাবতেই পারিনি। প্যাকেজিং খুবই ভালো ছিল গেঞ্জি ,2,আলহামদুলিল্লাহ এই দামে এত সুন্দর একটা গেঞ্জি পাব ভাবতেই পারিনি প্যাকেজিং খুবই ভালো ছিল গেঞ্জি,আলহামদুলিল্লাহ দামে সুন্দর গেঞ্জি পাব ভাবতেই পারিনি প্যাকেজিং ভালো গেঞ্জি
ধন্যবাদ সেলার এবং দারাজ কে সুন্দর পণ্যটি আমার কাছে পাঠানোর জন্য।,2,ধন্যবাদ সেলার এবং দারাজ কে সুন্দর পণ্যটি আমার কাছে পাঠানোর জন্য,ধন্যবাদ সেলার দারাজ সুন্দর পণ্যটি পাঠানোর
"টি-শার্ট টা অনেক সুন্দর, কাপড়টাও ভালো, যেটা চেয়েছি সেটাই পেয়েছি ",2,টি-শার্ট টা অনেক সুন্দর কাপড়টাও ভালো যেটা চেয়েছি সেটাই পেয়েছি,টি-শার্ট টা সুন্দর কাপড়টাও ভালো চেয়েছি পেয়েছি
যেটা দেখানো হয়েছে সেইটা পাই নাই। আমাকে অন্য আরেকটা প্রোডাক্ট কেন দেয়া হয়েছে ,0,যেটা দেখানো হয়েছে সেইটা পাই নাই আমাকে অন্য আরেকটা প্রোডাক্ট কেন দেয়া হয়েছে,দেখানো হয়েছে সেইটা পাই আরেকটা প্রোডাক্ট দেয়া হয়েছে
"কি বলব অসাধারণ একটি পণ্য, যেমনটা চেয়েছি তেমন টাই পেয়েছি,",2,কি বলব অসাধারণ একটি পণ্য যেমনটা চেয়েছি তেমন টাই পেয়েছি,বলব অসাধারণ পণ্য যেমনটা চেয়েছি টাই পেয়েছি
জিনিসটা খুবই ভালো লাগছে। যেমন অর্ডার  দিয়েছি তেমনি পেয়েছি। ডেলিভারির ম্যান ও  খুব ভালো।,2,জিনিসটা খুবই ভালো লাগছে যেমন অর্ডার দিয়েছি তেমনি পেয়েছি ডেলিভারির ম্যান ও খুব ভালো,জিনিসটা ভালো লাগছে অর্ডার দিয়েছি তেমনি পেয়েছি ডেলিভারির ম্যান ভালো
ধন্যবাদ এত সুন্দর একটা কাপড় দেওয়ার জন্য যা ভেবেছিলাম তার থেকে ও ভালো হয়েছে সবাই কিনতে পারেন,2,ধন্যবাদ এত সুন্দর একটা কাপড় দেওয়ার জন্য যা ভেবেছিলাম তার থেকে ও ভালো হয়েছে সবাই কিনতে পারেন,ধন্যবাদ সুন্দর কাপড় দেওয়ার ভেবেছিলাম ভালো হয়েছে সবাই কিনতে
প্রোডাক্টটি অনেক ভালো চাইলে আপনারা সবাই নিতে পারেন এত কম দামে এত সুন্দর একটি প্রোডাক্ট,2,প্রোডাক্টটি অনেক ভালো চাইলে আপনারা সবাই নিতে পারেন এত কম দামে এত সুন্দর একটি প্রোডাক্ট,প্রোডাক্টটি ভালো চাইলে আপনারা সবাই কম দামে সুন্দর প্রোডাক্ট
ধন্যবাদ দারাজ এতো সুন্দর টি শার্ট দেওয়া জন্য,2,ধন্যবাদ দারাজ এতো সুন্দর টি শার্ট দেওয়া জন্য,ধন্যবাদ দারাজ এতো সুন্দর শার্ট
এক কথায় অসাধারণ। এতো কম দামে টি-শার্ট দারাজেই সম্ভব। ধন্যবাদ দারাজকে,2,এক কথায় অসাধারণ এতো কম দামে টি-শার্ট দারাজেই সম্ভব ধন্যবাদ দারাজকে,এক কথায় অসাধারণ এতো কম দামে টি-শার্ট দারাজেই সম্ভব ধন্যবাদ দারাজকে
খারাপ না ভালোই ,1,খারাপ না ভালোই,খারাপ ভালোই
অসাধারণ।   এত ভালো প্রোডাক্ট পাবো ভাবতে পারিনি,2,অসাধারণ এত ভালো প্রোডাক্ট পাবো ভাবতে পারিনি,অসাধারণ ভালো প্রোডাক্ট পাবো ভাবতে পারিনি
"খুব ভালো, যেমন চাইছিলাম তেমন ই পাইছি",2,খুব ভালো যেমন চাইছিলাম তেমন ই পাইছি,ভালো চাইছিলাম পাইছি
গেঞ্জিটা ভালোই ছিল আপনারা সবাই কিনতে পারেন গেঞ্জিটা অনেক ভাল  ধন্যবাদ,2,গেঞ্জিটা ভালোই ছিল আপনারা সবাই কিনতে পারেন গেঞ্জিটা অনেক ভাল ধন্যবাদ,গেঞ্জিটা ভালোই আপনারা সবাই কিনতে গেঞ্জিটা ভাল ধন্যবাদ
১৬ দিন পরে রিভিউ  দিলাম অনেক  ভালো একটা গেঞ্জি  চাইলে নিতে পারেন। পড়েও অনেক আরাম ,2,দিন পরে রিভিউ দিলাম অনেক ভালো একটা গেঞ্জি চাইলে নিতে পারেন পড়েও অনেক আরাম,রিভিউ দিলাম ভালো গেঞ্জি চাইলে পড়েও আরাম
মোটামুটি   ভালো কিন্তু ছবির সাথে  মিল নেই,1,মোটামুটি ভালো কিন্তু ছবির সাথে মিল নেই,মোটামুটি ভালো ছবির সাথে মিল
হাতা অনেক লম্বা। কাপড় সুতির না। নিতে পারেন দাম অনুযায়ী ঠিক আছে,1,হাতা অনেক লম্বা কাপড় সুতির না নিতে পারেন দাম অনুযায়ী ঠিক আছে,হাতা লম্বা কাপড় সুতির দাম অনুযায়ী
কাপর এর মান খুবই ভাল ছিল। ধন্যবাদ,2,কাপর এর মান খুবই ভাল ছিল ধন্যবাদ,কাপর মান ভাল ধন্যবাদ
L সাইজ দিতে  বলেছিলাম আমাকে দিয়েছে XLসাইজ।  দারাজ থেকে  এটা আশা করিনি,0,L সাইজ দিতে বলেছিলাম আমাকে দিয়েছে XLসাইজ দারাজ থেকে এটা আশা করিনি,L সাইজ বলেছিলাম XLসাইজ দারাজ আশা করিনি
সঠিক সময়ে ডেলিভারি দেওয়ার জন্য ধন্যবাদ। কিন্তু পন্যটির কোয়ালিটি খারাপ  এবং দামটাও বেশি,1,সঠিক সময়ে ডেলিভারি দেওয়ার জন্য ধন্যবাদ কিন্তু পন্যটির কোয়ালিটি খারাপ এবং দামটাও বেশি,সঠিক সময়ে ডেলিভারি দেওয়ার ধন্যবাদ পন্যটির কোয়ালিটি খারাপ দামটাও
সেলার ভাইয়াকে অনেক ধন্যবাদ সঠিক সময়ে সঠিকভাবে পৌঁছে দেওয়ার জন্য। দাম হিসেবে টি-শার্ট ভালো আছে আপনারা কিনতে পারেন।,2,সেলার ভাইয়াকে অনেক ধন্যবাদ সঠিক সময়ে সঠিকভাবে পৌঁছে দেওয়ার জন্য দাম হিসেবে টি-শার্ট ভালো আছে আপনারা কিনতে পারেন,সেলার ভাইয়াকে ধন্যবাদ সঠিক সময়ে সঠিকভাবে পৌঁছে দাম হিসেবে টি-শার্ট ভালো আপনারা কিনতে
"যে টি-শার্ট টি অর্ডার করেছিলাম, এটি সেই টি-শার্টটি নয়। ছবি দেখুন। আমি এটি ফেরৎ দিচ্ছি।",0,যে টি-শার্ট টি অর্ডার করেছিলাম এটি সেই টি-শার্টটি নয় ছবি দেখুন আমি এটি ফেরৎ দিচ্ছি,টি-শার্ট অর্ডার করেছিলাম টি-শার্টটি ছবি দেখুন ফেরৎ দিচ্ছি
কাপড়টা একটু  পাতলা।প্রাইজ হিসেবে ভালোই আছে সেলাইও মোটামোটি  ভালো আপনারা চাইলে নিতে  পারেন।,2,কাপড়টা একটু পাতলাপ্রাইজ হিসেবে ভালোই আছে সেলাইও মোটামোটি ভালো আপনারা চাইলে নিতে পারেন,কাপড়টা একটু পাতলাপ্রাইজ হিসেবে ভালোই সেলাইও মোটামোটি ভালো আপনারা চাইলে
দারাজ  এবং সেলারকে ধন্যবাদ সঠিক সময়ে পন্যটা পৌঁছে দেয়ার জন্য। কিন্তু যেটা অর্ডার  দিয়েছি সেটা পাইনি,1,দারাজ এবং সেলারকে ধন্যবাদ সঠিক সময়ে পন্যটা পৌঁছে দেয়ার জন্য কিন্তু যেটা অর্ডার দিয়েছি সেটা পাইনি,দারাজ সেলারকে ধন্যবাদ সঠিক সময়ে পন্যটা পৌঁছে দেয়ার অর্ডার দিয়েছি পাইনি
চাইছি একটা আর দিলেন আরেকটা। এটা ঠিক না। এতে করে আপনারা কাস্টমার হারাবেন।,0,চাইছি একটা আর দিলেন আরেকটা এটা ঠিক না এতে করে আপনারা কাস্টমার হারাবেন,চাইছি আরেকটা আপনারা কাস্টমার হারাবেন
ভাবছিলাম কটন কাপড় .. কটন কাপড়  ১০০% দেওয়া ছিলো। কিন্তু কটন কাপড়  না..কেউ নিবেন না বাজে কাপড় ,0,ভাবছিলাম কটন কাপড় কটন কাপড়  দেওয়া ছিলো কিন্তু কটন কাপড় নাকেউ নিবেন না বাজে কাপড়,ভাবছিলাম কটন কাপড় কটন কাপড় ছিলো কটন কাপড় নাকেউ নিবেন বাজে কাপড়
কি চাইলাম কি দিলি।  কালার ঠিকঠাক  কিন্তু কাপড় একদম বাজে ১০০টাকা দিয়ে অনেক ভালো পেতাম ।,0,কি চাইলাম কি দিলি কালার ঠিকঠাক কিন্তু কাপড় একদম বাজে টাকা দিয়ে অনেক ভালো পেতাম,চাইলাম দিলি কালার ঠিকঠাক কাপড় একদম বাজে টাকা দিয়ে ভালো পেতাম
অর্ডার  দিলাম একটা।আসলো আরেকটা এটা কেন। আপনারা যদি ঠিকমতো ডেলিভারি না দেন তাহলে তো আপনাদের ওপর আস্থা হারিয়ে যাবে।,0,অর্ডার দিলাম একটাআসলো আরেকটা এটা কেন আপনারা যদি ঠিকমতো ডেলিভারি না দেন তাহলে তো আপনাদের ওপর আস্থা হারিয়ে যাবে,অর্ডার দিলাম একটাআসলো আরেকটা আপনারা ঠিকমতো ডেলিভারি আপনাদের ওপর আস্থা হারিয়ে
"র্টি শাট দাম অনুযায়ী খারাপ না ,,ভালোই,ভালো লাগলো,নিতে পারেন আপনারা কোনো  সমস্যা নাই, ধন্যবাদ দারাজের সবাইকে",2,র্টি শাট দাম অনুযায়ী খারাপ না ভালোইভালো লাগলোনিতে পারেন আপনারা কোনো সমস্যা নাই ধন্যবাদ দারাজের সবাইকে,র্টি শাট দাম অনুযায়ী খারাপ ভালোইভালো লাগলোনিতে আপনারা সমস্যা ধন্যবাদ দারাজের সবাইকে
ছবিতে  যেরকম সেরকম না কাপড় টা।  ভালো না। এত দামি এই গেঞ্জি কিনে ঠকে গেলাম এটা ১২০ টাকা হলে ভালো হতো,0,ছবিতে যেরকম সেরকম না কাপড় টা ভালো না এত দামি এই গেঞ্জি কিনে ঠকে গেলাম এটা  টাকা হলে ভালো হতো,ছবিতে যেরকম সেরকম কাপড় টা ভালো দামি গেঞ্জি কিনে ঠকে গেলাম টাকা ভালো হতো
চাইলাম এক দিলো আরেক। বালের  সেলার আমি সব সময় অর্ডার  করি কিন্তু এবার দারাজ এটা ভালো করে নাই,0,চাইলাম এক দিলো আরেক বালের সেলার আমি সব সময় অর্ডার করি কিন্তু এবার দারাজ এটা ভালো করে নাই,চাইলাম এক দিলো আরেক বালের সেলার সময় অর্ডার দারাজ ভালো
গেঞ্জিটা  মোটামুটি  সুন্দর কিন্তু একদিন পরার পর সেলাই খুলে যাচ্ছে ডেলিভারি  আরো আগে হওয়া  উচিত,0,গেঞ্জিটা মোটামুটি সুন্দর কিন্তু একদিন পরার পর সেলাই খুলে যাচ্ছে ডেলিভারি আরো আগে হওয়া উচিত,গেঞ্জিটা মোটামুটি সুন্দর একদিন পরার সেলাই খুলে ডেলিভারি আরো হওয়া
"আলহামদুলিল্লাহ,, মোটামুটি ভালো ,,তবে  কালারটা যেটা আশা  করেছিলাম সেটা পাইনি ",1,আলহামদুলিল্লাহ মোটামুটি ভালো তবে কালারটা যেটা আশা করেছিলাম সেটা পাইনি,আলহামদুলিল্লাহ মোটামুটি ভালো কালারটা আশা করেছিলাম পাইনি
কিনেছিলাম শীতের দিনে পরিধান করার জন্য এখন দেখি গরমের জন্য জানালার ব্যবস্থা আছে,0,কিনেছিলাম শীতের দিনে পরিধান করার জন্য এখন দেখি গরমের জন্য জানালার ব্যবস্থা আছে,কিনেছিলাম শীতের দিনে পরিধান দেখি গরমের জানালার ব্যবস্থা
"দারাজের কাছে এমন প্রতারণা আশা করিনি। অর্ডার করছি একটা, ডেলিভারি দিছে অন্যটা।",0,দারাজের কাছে এমন প্রতারণা আশা করিনি অর্ডার করছি একটা ডেলিভারি দিছে অন্যটা,দারাজের প্রতারণা আশা করিনি অর্ডার করছি ডেলিভারি দিছে অন্যটা
দাম হিসাবে টি-শার্ট টি অনেক ভালো হয়েছে,2,দাম হিসাবে টি-শার্ট টি অনেক ভালো হয়েছে,দাম টি-শার্ট ভালো
"অর্ডার  জিনিসের সাথে কোন মিল নেই, এভাবে জিনিস দিলে মানুষের আস্থা  হারাবেন ।",0,অর্ডার জিনিসের সাথে কোন মিল নেই এভাবে জিনিস দিলে মানুষের আস্থা হারাবেন,অর্ডার জিনিসের সাথে মিল এভাবে জিনিস দিলে মানুষের আস্থা হারাবেন
যেরকম ভাবে আশা করছি । সেরকম পেয়েছি,2,যেরকম ভাবে আশা করছি সেরকম পেয়েছি,যেরকম আশা করছি সেরকম পেয়েছি
ধন্যবাদ দারাজকে এবং সেলারকে খুব ভালো প্রোডাক্ট দেয়ার  জন্য,2,ধন্যবাদ দারাজকে এবং সেলারকে খুব ভালো প্রোডাক্ট দেয়ার জন্য,ধন্যবাদ দারাজকে সেলারকে ভালো প্রোডাক্ট দেয়ার
সবকিছুই ঠিক আছে কিন্তু হাতের কাছে অন্য কালার লেগে গেছে,1,সবকিছুই ঠিক আছে কিন্তু হাতের কাছে অন্য কালার লেগে গেছে,সবকিছুই হাতের কালার লেগে
দিছি একটা পাইছি আর একটা একটা হল দারাজ সব ধান্দাবাজি,0,দিছি একটা পাইছি আর একটা একটা হল দারাজ সব ধান্দাবাজি,দিছি পাইছি দারাজ ধান্দাবাজি
খুব ভালো হইসে ভাই অনেক ধন্যবাদ সবাই নিতে পারেন।,2,খুব ভালো হইসে ভাই অনেক ধন্যবাদ সবাই নিতে পারেন,ভালো হইসে ভাই ধন্যবাদ সবাই
অর্ডার দিলাম কি পাঠালেন কি? চিটিংবাজি করে লাভ কি?,0,অর্ডার দিলাম কি পাঠালেন কি চিটিংবাজি করে লাভ কি,অর্ডার দিলাম পাঠালেন চিটিংবাজি লাভ
দাম হিসাবে কোয়ালিটি বেশ ভালো। ছবির মতই টিশার্ট।,2,দাম হিসাবে কোয়ালিটি বেশ ভালো ছবির মতই টিশার্ট,দাম কোয়ালিটি ভালো ছবির মতই টিশার্ট
চেয়েছিলাম L সাইজ  দিয়েছে M সাইজ । কাপড়ের মান ভয়াবহ বাজে।,0,চেয়েছিলাম L সাইজ দিয়েছে M সাইজ কাপড়ের মান ভয়াবহ বাজে,চেয়েছিলাম L সাইজ দিয়েছে M সাইজ কাপড়ের মান ভয়াবহ বাজে
যেমন চেয়েছি তেমনই পেয়েছি ধন্যবাদ দারাজ।,2,যেমন চেয়েছি তেমনই পেয়েছি ধন্যবাদ দারাজ,চেয়েছি তেমনই পেয়েছি ধন্যবাদ দারাজ
"আমি অর্ডার দিয়েছি যেইটা, সেটা আমি পাইনি, অন্য একটা আমাকে দিয়েছে, আবার পিছনের দিকে একটা ছিদ্র  আছে,",0,আমি অর্ডার দিয়েছি যেইটা সেটা আমি পাইনি অন্য একটা আমাকে দিয়েছে আবার পিছনের দিকে একটা ছিদ্র আছে,অর্ডার দিয়েছি যেইটা পাইনি দিয়েছে পিছনের ছিদ্র
বেশ ভালো তবে কাপড়টা একটু পাতলা।,1,বেশ ভালো তবে কাপড়টা একটু পাতলা,ভালো কাপড়টা একটু পাতলা
ফাইজলামির একটা সীমা থাকে।  অর্ডার দিলাম একটা দিলেন আরেকটা। সাইজ দিলেন আবার m সাইজ।  এরকম করবে তা আশা করি নাই। খুবই বাজে প্রোডাক্ট ,0,ফাইজলামির একটা সীমা থাকে অর্ডার দিলাম একটা দিলেন আরেকটা সাইজ দিলেন আবার m সাইজ এরকম করবে তা আশা করি নাই খুবই বাজে প্রোডাক্ট,ফাইজলামির সীমা অর্ডার দিলাম আরেকটা সাইজ m সাইজ এরকম আশা বাজে প্রোডাক্ট
দাম অনুযায়ী কাপড় ঠিক আছে তবে কাপড়টা একটু পাতলা তবে আমি সন্তুষ্ট,1,দাম অনুযায়ী কাপড় ঠিক আছে তবে কাপড়টা একটু পাতলা তবে আমি সন্তুষ্ট,দাম কাপড় কাপড়টা একটু পাতলা সন্তুষ্ট
কাপড়টা অনেক পাতলা । দিলাম XL সাইজ পাইলাম L সাইজ । দাম হিসাবে ভালো হয় নাই।,0,কাপড়টা অনেক পাতলা দিলাম XL সাইজ পাইলাম L সাইজ দাম হিসাবে ভালো হয় নাই,কাপড়টা পাতলা দিলাম XL সাইজ পাইলাম L সাইজ দাম ভালো
"টি-শার্ট টা একটু ছোট হয়, কাপড়টা আর একটু ভালো হওয়া দরকার ছিল, সব মিলিয়ে ভালোই আছে, খারাপ না।",1,টি-শার্ট টা একটু ছোট হয় কাপড়টা আর একটু ভালো হওয়া দরকার ছিল সব মিলিয়ে ভালোই আছে খারাপ না,টি-শার্ট টা একটু ছোট কাপড়টা একটু ভালো হওয়া দরকার মিলিয়ে ভালোই খারাপ
এত কম দামে এত সুন্দর প্রোডাক্ট একমাত্র দারাজে পাওয়া সম্ভব ।। ধন্যবাদ দিয়ে ছোট করতে চাই না দারাজ কে।,2,এত কম দামে এত সুন্দর প্রোডাক্ট একমাত্র দারাজে পাওয়া সম্ভব ধন্যবাদ দিয়ে ছোট করতে চাই না দারাজ কে,কম দামে সুন্দর প্রোডাক্ট একমাত্র দারাজে সম্ভব ধন্যবাদ ছোট চাই দারাজ
প্রোডাক্টটি ভালোই আছে মোটামুটি খারাপ না।কিন্তু দাম অনুযায়ী কাপড়টা নরমাল।।প্রিন্ট ও খুব বেশি ভালো না।।,1,প্রোডাক্টটি ভালোই আছে মোটামুটি খারাপ নাকিন্তু দাম অনুযায়ী কাপড়টা নরমালপ্রিন্ট ও খুব বেশি ভালো না,প্রোডাক্টটি ভালোই মোটামুটি খারাপ নাকিন্তু দাম কাপড়টা নরমালপ্রিন্ট ভালো
"প্রোডাক্ট যথাসময়ে ডেলিভারী পেয়েছি,কিন্তু যে প্রোডাক্ট দিয়েছি সেইম সেই প্রোডাক্ট পাইনি ,কালার ঠিক  আছে  কিন্তু কাপড়ের  পাথর্ক্য অনেকটাই।",1,প্রোডাক্ট যথাসময়ে ডেলিভারী পেয়েছিকিন্তু যে প্রোডাক্ট দিয়েছি সেইম সেই প্রোডাক্ট পাইনি কালার ঠিক আছে কিন্তু কাপড়ের পাথর্ক্য অনেকটাই,প্রোডাক্ট যথাসময়ে ডেলিভারী পেয়েছিকিন্তু প্রোডাক্ট দিয়েছি সেইম প্রোডাক্ট পাইনি কালার কাপড়ের পাথর্ক্য অনেকটাই
গেঞ্জিটা ফোনে যে রকম দেখাচ্ছে গেঞ্জিটা আসলে সেরকম না একবারে ভালো না দাম অনেক বেশি এগুলোকে ফুটপাতে এমনিতে ৫০ টাকায় কিনতে  পাওয়া যায়,0,গেঞ্জিটা ফোনে যে রকম দেখাচ্ছে গেঞ্জিটা আসলে সেরকম না একবারে ভালো না দাম অনেক বেশি এগুলোকে ফুটপাতে এমনিতে  টাকায় কিনতে পাওয়া যায়,গেঞ্জিটা ফোনে দেখাচ্ছে গেঞ্জিটা আসলে সেরকম একবারে ভালো দাম এগুলোকে ফুটপাতে এমনিতে টাকায় কিনতে
আপনাদের একটা বিরাট সমস্যা আছে! কাস্টমারের পার্সেল প্যাকেটের  গায়ে আইটেমের নাম উল্লেখ করেন না ,0,আপনাদের একটা বিরাট সমস্যা আছে কাস্টমারের পার্সেল প্যাকেটের গায়ে আইটেমের নাম উল্লেখ করেন না,আপনাদের বিরাট সমস্যা কাস্টমারের পার্সেল প্যাকেটের গায়ে আইটেমের নাম উল্লেখ
একেবারে ফালতু একটা প্রোডাক্ট। চেয়েছি L  সাইজ দিয়েছে M  সাইজ। তাও ১০ বছরের বাচ্চার পরনেও হবে না। দাম হিসেবে মানও খুবই নিম্নমানের,0,একেবারে ফালতু একটা প্রোডাক্ট চেয়েছি L সাইজ দিয়েছে M সাইজ তাও  বছরের বাচ্চার পরনেও হবে না দাম হিসেবে মানও খুবই নিম্নমানের,একেবারে ফালতু প্রোডাক্ট চেয়েছি L সাইজ দিয়েছে M সাইজ বছরের বাচ্চার পরনেও দাম হিসেবে মানও নিম্নমানের
