Name,Comment,Tag
Hasibul A.,ধন্যবাদ সেলার এবং দারাজ কে সুন্দর পণ্যটি আমার কাছে পাঠানোর জন্য।,Positive
Sree K.,"টি-শার্ট টা অনেক সুন্দর, কাপড়টাও ভালো, যেটা চেয়েছি সেটাই পেয়েছি ",Positive
Rifat R.,যেটা দেখানো হয়েছে সেইটা পাই নাই। আমাকে অন্য আরেকটা প্রোডাক্ট কেন দেয়া হয়েছে ,Negative
JOY S.,"কি বলব অসাধারণ একটি পণ্য, যেমনটা চেয়েছি তেমন টাই পেয়েছি,",Positive
Safwan,জিনিসটা খুবই ভালো লাগছে। যেমন অর্ডার  দিয়েছি তেমনি পেয়েছি। ডেলিভারির ম্যান ও  খুব ভালো।,Positive
Md.Azizur R.,ধন্যবাদ এত সুন্দর একটা কাপড় দেওয়ার জন্য যা ভেবেছিলাম তার থেকে ও ভালো হয়েছে সবাই কিনতে পারেন,Positive
Sheikh S,প্রোডাক্টটি অনেক ভালো চাইলে আপনারা সবাই নিতে পারেন এত কম দামে এত সুন্দর একটি প্রোডাক্ট,Positive
Mehedi H.,ধন্যবাদ দারাজ এতো সুন্দর টি শার্ট দেওয়া জন্য,Positive
khan Y,এক কথায় অসাধারণ। এতো কম দামে টি-শার্ট দারাজেই সম্ভব। ধন্যবাদ দারাজকে,Positive
Alvin,খারাপ না ভালোই ,Neutral
Niloy,অসাধারণ।   এত ভালো প্রোডাক্ট পাবো ভাবতে পারিনি,Positive
Hafij I.,"খুব ভালো, যেমন চাইছিলাম তেমন ই পাইছি",Positive
Asik B,গেঞ্জিটা ভালোই ছিল আপনারা সবাই কিনতে পারেন গেঞ্জিটা অনেক ভাল  ধন্যবাদ,Positive
Mehedi H.,১৬ দিন পরে রিভিউ  দিলাম অনেক  ভালো একটা গেঞ্জি  চাইলে নিতে পারেন। পড়েও অনেক আরাম ,Positive
rasel K,মোটামুটি   ভালো কিন্তু ছবির সাথে  মিল নেই,Neutral
Rony A,হাতা অনেক লম্বা। কাপড় সুতির না। নিতে পারেন দাম অনুযায়ী ঠিক আছে,Neutral
omur S.,কাপর এর মান খুবই ভাল ছিল। ধন্যবাদ,Positive
Shamim K.,L সাইজ দিতে  বলেছিলাম আমাকে দিয়েছে XLসাইজ।  দারাজ থেকে  এটা আশা করিনি,Negative
Tanvir,সঠিক সময়ে ডেলিভারি দেওয়ার জন্য ধন্যবাদ। কিন্তু পন্যটির কোয়ালিটি খারাপ  এবং দামটাও বেশি,Neutral
Rahat M.,সেলার ভাইয়াকে অনেক ধন্যবাদ সঠিক সময়ে সঠিকভাবে পৌঁছে দেওয়ার জন্য। দাম হিসেবে টি-শার্ট ভালো আছে আপনারা কিনতে পারেন।,Positive
shuvo,"যে টি-শার্ট টি অর্ডার করেছিলাম, এটি সেই টি-শার্টটি নয়। ছবি দেখুন। আমি এটি ফেরৎ দিচ্ছি।",Negative
Ahmed J,কাপড়টা একটু  পাতলা।প্রাইজ হিসেবে ভালোই আছে সেলাইও মোটামোটি  ভালো আপনারা চাইলে নিতে  পারেন।,Positive
Sajijul I.,দারাজ  এবং সেলারকে ধন্যবাদ সঠিক সময়ে পন্যটা পৌঁছে দেয়ার জন্য। কিন্তু যেটা অর্ডার  দিয়েছি সেটা পাইনি,Neutral
farjana,চাইছি একটা আর দিলেন আরেকটা। এটা ঠিক না। এতে করে আপনারা কাস্টমার হারাবেন।,Negative
Asesh T,ভাবছিলাম কটন কাপড় .. কটন কাপড়  ১০০% দেওয়া ছিলো। কিন্তু কটন কাপড়  না..কেউ নিবেন না বাজে কাপড় ,Negative
bellal L.,কি চাইলাম কি দিলি।  কালার ঠিকঠাক  কিন্তু কাপড় একদম বাজে ১০০টাকা দিয়ে অনেক ভালো পেতাম ।,Negative
Nazmul,অর্ডার  দিলাম একটা।আসলো আরেকটা এটা কেন। আপনারা যদি ঠিকমতো ডেলিভারি না দেন তাহলে তো আপনাদের ওপর আস্থা হারিয়ে যাবে।,Negative
habib R,"র্টি শাট দাম অনুযায়ী খারাপ না ,,ভালোই,ভালো লাগলো,নিতে পারেন আপনারা কোনো  সমস্যা নাই, ধন্যবাদ দারাজের সবাইকে",Positive
dmitry,ছবিতে  যেরকম সেরকম না কাপড় টা।  ভালো না। এত দামি এই গেঞ্জি কিনে ঠকে গেলাম এটা ১২০ টাকা হলে ভালো হতো,Negative
Alive R,চাইলাম এক দিলো আরেক। বালের  সেলার আমি সব সময় অর্ডার  করি কিন্তু এবার দারাজ এটা ভালো করে নাই,Negative
Ainul I.,গেঞ্জিটা  মোটামুটি  সুন্দর কিন্তু একদিন পরার পর সেলাই খুলে যাচ্ছে ডেলিভারি  আরো আগে হওয়া  উচিত,Negative
omar F,"আলহামদুলিল্লাহ,, মোটামুটি ভালো ,,তবে  কালারটা যেটা আশা  করেছিলাম সেটা পাইনি ",Neutral
Pappu C.,কিনেছিলাম শীতের দিনে পরিধান করার জন্য এখন দেখি গরমের জন্য জানালার ব্যবস্থা আছে,Negative
Subarna,"দারাজের কাছে এমন প্রতারণা আশা করিনি। অর্ডার করছি একটা, ডেলিভারি দিছে অন্যটা।",Negative
Emon H.,দাম হিসাবে টি-শার্ট টি অনেক ভালো হয়েছে,Positive
MUSA S,"অর্ডার  জিনিসের সাথে কোন মিল নেই, এভাবে জিনিস দিলে মানুষের আস্থা  হারাবেন ।",Negative
SHEKH M.,যেরকম ভাবে আশা করছি । সেরকম পেয়েছি,Positive
Monir,ধন্যবাদ দারাজকে এবং সেলারকে খুব ভালো প্রোডাক্ট দেয়ার  জন্য,Positive
Sadman S,সবকিছুই ঠিক আছে কিন্তু হাতের কাছে অন্য কালার লেগে গেছে,Neutral
Rubayon B.,দিছি একটা পাইছি আর একটা একটা হল দারাজ সব ধান্দাবাজি,Negative
Eafti I.,খুব ভালো হইসে ভাই অনেক ধন্যবাদ সবাই নিতে পারেন।,Positive
Nasir U.,অর্ডার দিলাম কি পাঠালেন কি? চিটিংবাজি করে লাভ কি?,Negative
Sayed B,দাম হিসাবে কোয়ালিটি বেশ ভালো। ছবির মতই টিশার্ট।,Positive
MOHAMMAD,চেয়েছিলাম L সাইজ  দিয়েছে M সাইজ । কাপড়ের মান ভয়াবহ বাজে।,Negative
shovon,যেমন চেয়েছি তেমনই পেয়েছি ধন্যবাদ দারাজ।,Positive
Hafiz U.,"আমি অর্ডার দিয়েছি যেইটা, সেটা আমি পাইনি, অন্য একটা আমাকে দিয়েছে, আবার পিছনের দিকে একটা ছিদ্র  আছে,",Negative
Ismail E.,বেশ ভালো তবে কাপড়টা একটু পাতলা।,Neutral
Jahid 0.,ফাইজলামির একটা সীমা থাকে।  অর্ডার দিলাম একটা দিলেন আরেকটা। সাইজ দিলেন আবার m সাইজ।  এরকম করবে তা আশা করি নাই। খুবই বাজে প্রোডাক্ট ,Negative
Zahidul N.,দাম অনুযায়ী কাপড় ঠিক আছে তবে কাপড়টা একটু পাতলা তবে আমি সন্তুষ্ট,Neutral
MAHAMUD,কাপড়টা অনেক পাতলা । দিলাম XL সাইজ পাইলাম L সাইজ । দাম হিসাবে ভালো হয় নাই।,Negative
Md.Mosharaf H.,"টি-শার্ট টা একটু ছোট হয়, কাপড়টা আর একটু ভালো হওয়া দরকার ছিল, সব মিলিয়ে ভালোই আছে, খারাপ না।",Neutral
Rid H,এত কম দামে এত সুন্দর প্রোডাক্ট একমাত্র দারাজে পাওয়া সম্ভব ।। ধন্যবাদ দিয়ে ছোট করতে চাই না দারাজ কে।,Positive
Mähfujà A.,প্রোডাক্টটি ভালোই আছে মোটামুটি খারাপ না।কিন্তু দাম অনুযায়ী কাপড়টা নরমাল।।প্রিন্ট ও খুব বেশি ভালো না।।,Neutral
জনতার আ,"প্রোডাক্ট যথাসময়ে ডেলিভারী পেয়েছি,কিন্তু যে প্রোডাক্ট দিয়েছি সেইম সেই প্রোডাক্ট পাইনি ,কালার ঠিক  আছে  কিন্তু কাপড়ের  পাথর্ক্য অনেকটাই।",Neutral
MdAkash,গেঞ্জিটা ফোনে যে রকম দেখাচ্ছে গেঞ্জিটা আসলে সেরকম না একবারে ভালো না দাম অনেক বেশি এগুলোকে ফুটপাতে এমনিতে ৫০ টাকায় কিনতে  পাওয়া যায়,Negative
Mohammad H,আপনাদের একটা বিরাট সমস্যা আছে! কাস্টমারের পার্সেল প্যাকেটের  গায়ে আইটেমের নাম উল্লেখ করেন না ,Negative
Kashem S,একেবারে ফালতু একটা প্রোডাক্ট। চেয়েছি L  সাইজ দিয়েছে M  সাইজ। তাও ১০ বছরের বাচ্চার পরনেও হবে না। দাম হিসেবে মানও খুবই নিম্নমানের,Negative
Emon,"দয়া করে এই সেলার থেকে কেউ পন্য নিবেন না, সে ভুল প্রোডাক্ট সহ ছেড়া-ফাটা পন্য দিয়েছে, দারাজের দৃষ্টি আর্কষন করছি, এই ধরনের সেলারদের দারাজ থেকে অপসারন করে দেওয়া",Negative
Tania,মূল্য অনুযায়ী মানের টি-শার্টটি হয়নি। খুচরা বাজারে এটির সর্বোচ্চ মূল্য আছে ১২০ টাকা। বলা যায় ঠকানো হয়েছে।,Negative
Palash S.,খুব সুন্দর হইছে যেমন চেয়েছিলাম তেমন পেয়েছি ধন্যবাদ দারাজকে ও সেলার ভাইকে আপনারা নিতে পারেন দাম অনুযায়ী খুব ভালো,Positive
Sharower S.,পুরাই ফালতু কেউ নিবেন না। আমি সাইজ ছোট হওয়ার কারণে পাল্টে  নিছি তাই আবার ৭৫টাকা নিছে ২৭৫ টাকায় ১৩০ টাকার টিশার্ট বিক্রি করছে। ধান্দাবাজ এরা ,Negative
Md.Mobarak H,"এ ক্ষেত্রে অনেক দুঃখিত, ছবি এবং সাইজ কোনটার সাথে মিল ছিল না, বাধ্য হয়ে টি-শার্টটা অন্য জনকে গিফট করেছি। এজন্য, ধন্যবাদ জানাতে পারলাম না।",Negative
তাসমিয়া ত,আলহামদুলিল্লাহ অনেক ভালো জিনিস পেয়েছি আপনারা ও নিতে পারেন। ধন্যবাদ দারাজ এবং ডেলিভারি ম্যান কে।,Positive
Aarif W.,আমাকে কি গেঞ্জি দেয়া হয়েছে বুঝমাল না। চাইলাম এক রকম দিলেন আরেক রকম ,Negative
Abdur R,যদিও কাপড়টা পাতলা তবে দাম অনুযায়ী আমি বলব ঠিকই আছে ব্যক্তিগতভাবে আমার পছন্দ হয়েছে ধন্যবাদ।,Positive
Subas N,বাজে কাপড় । অর্ডার দিয়েছিলাম L সাইজ  দিয়েছে XL সাইজ  প্রথম বার ধোয়ার   পর কাপড়ের  কালো রং সাদা হয়ে গেছে।,Negative
Ripa T.,"ফালতু জিনিস, ভুলে ও এটা কিনবেন না,আমি কিনেছি, দাম আছে ৭০ টাকা, ভ্যানে বিক্রি করা জিনিস",Negative
Lotifur R,বালের গেঞ্জি । ৫০ টাকা দিয়ে কেনা যায়। দারাজের  মোট ৩০০০ টকার পন্য অর্ডার  দিয়েছি। পুরাটাই ফালতু।,Negative
Samiur R.,"কাপড়টা ভালো না,রঙ উঠে  যাবে,দেখতে  ভালো লাগে,আর মৌলভীবাজার অফিসের অবস্থা খুব  খারাপ ",Negative
Rukhsana P.,কি আর বলবো  প্রিন্ট কোয়ালিটি এত বাজে যা বলার বাহিরে আর বাকি সব মোটামুটি চলে,Negative
SUMON,চাইছি ফুল হাতা এই টিশার্ট আর দিছে হাফহাতা অন্য টিশার্ট... আল্লাহ গো কেমনটা লাগে।,Negative
Priyanka,"কাপড় মোটামুটি ভালো কিন্তু কালো রং টা একটু ফ্যাকাশে ,দাম একটু বেশি হয়েছে,তবে চলবে।",Neutral
Mahmud H.,দামি হিসেবে গেঞ্জিটা মোটামুটি ভালো তবে গেঞ্জিটার মান আর একটু উন্নত করা উচিত।,Neutral
Shakil K,"একদম বাজে, কাপড়ের এ পাশ থেকে অন্য পাশ দেখা যায়,একদম পাতলা,আর প্রিন্ট ও ভালো না",Negative
Mijanur,ডেলিভারি ভালো নয়।ফালতু কাজ করে।এক সাইজ অর্ডার করলে অন্য সাইজ দিয়ে দেয়।,Negative
Fahim S.,"বালের গেঞ্জি দিছে, ছবিতে এক আর বাস্তবে আরেক। পুরাই চিটার সালারা ",Negative
Zisun A,দাম অনুযায়ী কাপড় অনেক বাজে হইছে।  আমি আমার ভাইয়ার জন্য নিছিলাম কিন্তু ভাইয়া পছন্দ করে নাই ,Negative
Beauty K.,খুব বাজে .. কেউ কিনবেন না। একটার কথা বলে অন্যটা দেয়।।,Negative
Khadiza I.,মোটামুটি ভালোই ছিল। ডেলিভারি  ম্যান এর ব্যবহার টাও আলহামদুলিল্লাহ,Positive
Rawshanur,অসাধারণ টি-শার্ট আপনারা চাইলে নিতে পারেন খুব ভালো মানের একটি কাপড়,Positive
sazib A,খুব সুন্দর যেমনটা দেখছিলাম তেমনটাই পাইছি অনেক ভালো ধন্যবাদ দারাজকে,Positive
Shawon A.,দুইটা অর্ডার  করছি  একটাতে ও প্রিন্ট ভালো ছিলো না বাজে ভাবে ঠকছি,Negative
alam,পণ্যটি মোটামুটি ভালো কিন্তু কালার টা একটু কম কালো  বোঝা যায়,Neutral
Xanif X.,"প্রোডাক্টটি একদম বাজে, পুরাতন ,সেলাই খুলে  যাচ্ছে। আমার টাকা টা নষ্ট।",Negative
Shahadat H.,বারবার সাইজ চেঞ্জ করে দেওয়ার কারণে কোন স্টার দিতে পারলাম না।,Negative
Sorif K,"এক কথায় অসাধারণ ,,আপনারা চাইলে নিতে পারেন ধন্যবাদ সেলার কে",Positive
Mehedi H.,"গেঞ্জি  পছন্দ হয়েছে,ধন্যবাদ দারাজ টিমকে,আপনারা নিতে পারেন।",Positive
md.Zahangir A,যে রকম ভাবছিলাম তেমন পাইনি। বাজারে এর চেয়ে কমদাম ভাল মিলবে,Negative
sayra,আমি চেয়েছিলাম L সাইজ কিন্তু আপনারা XL সাইজ পাঠিয়েছেন।,Negative
Minara M.,অনেক  ভালো।। আমার কাছে ভালো লাগছে। আপনারা চাইলে নিতে পারেন।,Positive
Saidur R.,"কালার, ডিজাইন, সাইজ ছবি অনুযায়ী ঠিক ছিলো  ,ধন্যবাদ ",Positive
Rifat R,একদম বাজে প্রোডাক্ট ছবির সাথে প্রোডাক্টের কোন মিল নাই,Negative
Aftab U.,"কোয়ালিটি মোটামুটি, খুব বেশি ভোলোও না আবার মন্দও না।",Neutral
Meem M.,যে রকম চেয়েছি সেরকম পেয়েছি..চাইলে আপনারা নিতে  পারেন।।,Positive
Nasir,একেবারে পাতলা গেঞ্জি  যেমনটা চেয়েছিলাম তেমনটা পাইনি,Negative
Ahmed L,খুব ভালো মানের টি শার্ট। ধন্যবাদ দারাজ ও সেলার কে।,Positive
Afshana,"দেখতে একদম ছবির মতো, তবে কাপড় টা একটু নরমাল,",Neutral
Pavel H.,বেশ ভালো লেগেছে.. সাইজ কালার পারফেক্ট ছিলো..,Positive
Arnob S,"এটা সুতি জামা না, একেবারে বাজে কেউ নিবেন না ",Negative
Monower H.,চিটার সেলার অন্য ডিজাইন এর টি শার্ট দিছে,Negative
Sheikh R.,এক দম বাজে ছবির সাথে কাপড়ের কোনো মিল নাই,Negative
Naeem A.,টি-শার্ট  খুবই ভালো লেগেছে আপনারা নিতে পারেন,Positive
Zubair K.,"শালারা এক গেঞ্জি দেখাইয়া আরেক গেঞ্জি দিয়ে দিছে, আর জীবনে কিনবো না",Negative
Aronno A,"এত নিম্ন মানের কাপড় হয়, তা আগে জানতাম না।",Negative
wahab,ফালতু একটা অর্ডার করছি আরেকটা দিয়ে দিছে,Negative
biplob,"ছবির প্রোডাক্ট  আর বাস্তবে  অনেক তফাৎ  ,,চিটিংবাজ সেলার",Negative
RANA,পন্যটা মানসম্মত ছিল কম টাকায় ভালো পন্য,Positive
Harun-Ar-Rashid,দাম হিসেবে মান ভালো মনে হয়েছে ধন্যবাদ,Positive
Mosarraf S.,ওরে বাটপার দেখাইলি কি আর দিলি কি? ফালতু,Negative
Toufiq A.,ছবিতে যা ভাবছি আর বাস্তবে এক রকম না।,Negative
Rakib H.,"খুব ভালো ,, যেমন চেয়েছি তেমন পেয়েছি",Positive
Arnob C,আলহামদুলিল্লাহ ভালো জিনিস পেলাম যেমন টা বলছি তেমনটা  দিছে সময় মত পেয়ে ছি ৪ দিন লাগছে ১০০ /১০০।,Positive
Salman H,"প্রোডাক্ট টা একেবারে ও খারাপ না, দাম হিসেবে ভালো ই। চাইলে কিনতে পারেন।",Neutral
Hìddèñ S,আলহামদুলিল্লাহ খুবই ভালো প্রোডাক্ট কাপড়টা ও ভালো ধন্যবাদ দারাজ  ভালো ভাবে ডেলিভারি দেওয়ার জন্য,Positive
Mahasin,দাম অনুযায়ী এক কথায় অসাধারণ। ধন্যবাদ সেলার ,Positive
Prince,"সেলার কে ধন্যবাদ,যেমন টা চেয়েছি তেমনটা পেয়েছি অনেক সুন্দর ডেলিভারি অনেক ফাস্ট",Positive
Nahid I.,আলহামদুলিল্লাহ গেঞ্জি যেমনটা চেয়েছি  তেমনটা পেয়েছি।  কিন্তু L সাইজের বদলে XL সাইজ দিছে ,Neutral
Emon K.,আলহামদুলিল্লাহ্ যেমন চেয়েছি তেমনটাই পেয়েছি। দামের তুলনায় ভালো সবাই নিতে পারেন,Positive
Dalim K,আলহামদুলিল্লাহ কাপড়টা মোটামুটি ভালো কিন্তু দিয়েছিলাম L সাইজ  দিলেন  M  সাইজ,Neutral
sheikh I.,"যেমন দেখছিলাম সেইরকম পেয়েছি। প্রোডাক্ট টা অনেক ভালো এবং কম টাকার মধ্যে অনেক ভালো হইছে , কারো পছন্দ হলে নিতেই পারেন। আর প্রোডাক্ট দ্রুত দেওয়ার জন্য ধন্যবাদ।",Positive
Sadia A.,আমার জীবনের সবচেয়ে বাজে ছিল এই প্রোডাক্ট টা।কাপড়ের কোয়ালিটি একদম বাজে।,Negative
MD:Hamidul I.,যেমন অর্ডার করছি তেমন পাইছি কিন্তু টি-শার্ট অনুযায়ী দাম বেশি পড়ছে,Neutral
Mohitun N.,অনেক অনেক অনেক অনেক ভালো। এই দামে এতো ভালো প্রোডাক্ট  মার্কেট থেকে আনা সম্ভব না। যেমন ভেবেছিলাম তার থেকে অনেক বেশি ভালো। আলহামদুলিল্লাহ,Positive
Onik I.,দাম অনুযায়ী প্রোডাক্টটি ভালো তবে আমি L সাইজ চেয়েছিলাম আমাকে XL সাইজ দেয়া হয়েছে... গ্রাহক কোন সাইজ চায় সে ব্যাপারে দারাজের একটু বেশি খেয়াল করা উচিত,Neutral
Arafat H.,যেভাবে চাইছি সেভাবে পাইছি।পুরা পিক এর মতো।।কাপড় ২৫০ টাকায় ঠিক আছে।।ডিজাইনটা সেই ।ধন্যবাদ প্রথম কিনলাম কিছু সেটাতে সব কিছু ঠিক ছিলো।আলহামদুলিল্লাহ,Positive
Enamul H.,জীবনের সব থেকে বাজে অভিজ্ঞতা সবথেকে বাজে একটা প্রডাক্ট -১০০০০ দিতাম বাধ্য হয়ে ১ দেওয়া অপশন না থাকায়,Negative
Antar R,খুবই ভাল প্রোডাক্ট  ছিল.. যেমনটা ছবিতে ছিল তেমনই ছিল.. কিন্তু প্রিন্টটা তেমন ভাল না... তবে এই টাকার মধ্যে যা দিছে তা মোটামুটি ঠিক আছে,Neutral
Moshiur M.,যেমনটা চেয়েছি তেমনটাই পেয়েছি ধন্যবাদ সেলার কে এত সুন্দর গেঞ্জি দেওয়ার জন্য এবং ধন্যবাদ দারাজ কে।,Positive
ARMAN C.,দেখুন। ছবি দেখেই বুঝেন । চাইলাম কি আর সেলার দিলো কি!  অবশ্য টাকা ফেরত পেলে  অনেক খুশি হবো ।,Negative
sabbirpavel,টি-শার্টটি মোটামুটি বেশ ভালো ।সেইলারকে অনেক ধন্যবাদ সেইম পণ্য দেওয়ার জন্য।,Positive
Dipu C.,"দারুন গেঞ্জি , যা ছবিতে ছিলো তা ই পেয়েছি।। ধন্যবাদ দারাজ।।।",Positive
Rikon S.,আপনাদের পোডাক্স খুবই ভালো।যেমনটা চেয়েছি তেমনটা পেয়েছি,Positive
Androw P.,যেমনটা চেয়েছি ঠিক তেমনটি পেয়েছি ধন্যবাদ সেলার এবং দারাজ মল,Positive
Bãppy S,সব কিছু ঠিক আছে কিন্তু সাইজ ঠিক নাই চাইলাম L দিয়ে দিলো XL কেমন টা লাগে খুশি হলাম না ভাই,Negative
Kamran A.,এটা কোনো কাজ হলো।অর্ডার  দিলাম একটা পাইলাম একটা। সেলারের  কাছ থেকে এটা আশা করিনি!,Negative
JaHeD,যেই রকম অর্ডার করেছি ঠিক সেই রকম পেয়েছি খুব ভালো একটা প্রোডাক্ট আপনারা নিতে পারেন,Positive
Nur A.,খুব ভালো একটা প্রোডাক্ট  পেয়েছি ধন্যবাদ সেলার ভাই,Positive
bikas D.,একদম বাজে কেউ কিনবেন না কথায় আর কাজে আর এক হাফ হাতার জায়গায় ফুলহাতা পাঠিয়েছে।,Negative
Sabbir R.,"কাপড় ভালো, সাইজও ঠিকঠাক আছে। সবচেয়ে বেশি ভালো লাগলো বাংলাদেশী তৈরী পোশাক  দেখে",Positive
Himal,দাম হিসেবে মোটামুটি গেঞ্জি টা অনেক ভালো যেমন চাইছি তেমন পাইছি অনেক ধন্যবাদ দারাজ কে ,Positive
Shaon S,আলহামদুলিল্লাহ অনেক ভালো পাইছি আশা করি আরো ভালো কিছু দেবে দারাজ,Positive
Jannatune N.,দাম হিসেবে ঠিকই আছে. আপনারাও নিতে পারেন,Positive
Pretom K.,দিতে বলেছি L সাইজ দিয়েছে XL সাইজ. ফালতু।,Negative
Sobuj K,দাম অনুযায়ী প্রোডাক্ট  সন্তোষজনক! তবে প্রোডাক্টটা খুব দেরিতে হাতে পেয়েছি !,Neutral
Oishi R.,ভাই কেউ নিয়েন না চাইছি m সাইজ  দিছে xl. ছবিতে দেখুন এদের কি যে মনে চাই,Negative
robiul,আমার পণ্য  আমি পাইনি কিন্তু ডেলিভারি সম্পূর্ণ দেখাচ্ছে এইটা আশা করিনি,Negative
Emon S,"বালের  সেলার , চাইছি m সাইজ  দিসে l সাইজ  সালার প্রতারক সেলার",Negative
Rohan,একদম কালার ফেক ফেক।।।। রঙ উটে যায়।।। একদম নিম্ন মানের,Negative
Dipak M.,দাম অনুযায়ী পন্য একদম ফাটাফাটি।পরতে খুবই আরামদায়ক ।,Positive
jonayed H,এক কথায় বলতে গেলে গেঞ্জিটা অসাধারণ। ধন্যবাদ দাদা,Positive
Asifur R,ধন্যবাদ দারাজ কে যেমন চেয়ে ছিলাম ঠিক তেমনি পেয়েছি,Positive
Muhammad R,টি-শার্ট অর্ডার করলাম একটা আর আপনারা দিলেন আরেকটা। বাজে সার্ভিস। ,Negative
Ripon S.,ভালোই আছে।যেমন অর্ডার করছি  সেই  রকম পেয়েছি।,Positive
Tanha T.,খুব সুন্দর একটা টি-শার্ট ।। এই বৃষ্টি মধ্যে সময়মত  ডেলিভারি  পাইছি ধন্যবাদ সেলার  এবং দারাজ কে,Positive
Kamrul C,ছবিতে যেটা  দেখানো হয়েছে সেটা দেয় নাই ,Negative
Snowco,দেখাইছে  একটা আর  দিছে  আরেকটা এটা কিছু  হইলো ,Negative
Emon K.,"প্রোডাক্ট টা ভালো এবং সাইজও ঠিক হয়েছে কম টাকার মধ্যে অনেক ভালো হইছে, কারো পছন্দ হলে নিতেই পারেন",Positive
ZAKIR H,"ছবির মতো সুন্দর, আরামদায়ক, ভালোলাগার মতো একটি পন্য।আমি দারাজ ও সেলারকে ধন্যবাদ জানাচ্ছি। আপনারা চাইলে নিতে পারেন।",Positive
Prangon D,টি শার্ট টা অসাধারণ।কাপড়ের মান খুবই ভালো।পড়তে খুবই আরামদায়ক।নিতে পারেন।ধন্যবাদ সেলার ভাই কে।ধন্যবাদ ডেলিভারি ম্যান ভাইকে।,Positive
Rakibul S.,সবকিছু ঠিক আছে দাম অনুযায়ী যা আশা করা যায় সেরকমই। কাপড়টা মোটামুটি ভালো,Positive
Tanjib,"অনেক সুন্দর হয়েছে,, যেমন না চাইছি তেমন টাই পেয়েছি,, আর যার থেকে রিসিভ করেছি সে অনেক ভালো,,",Positive
Forhad M.,অর্ডারটি মাত্রই হাতে পেলাম । পোডাক্টটি আমার অনেক ভালো লেগেছে ।যেটা অর্ডার দিয়েছি সেটাই পেয়েছি সাইজ ও ঠিক আছে ঠিক মতো লাগছে।,Positive
piligen C.,অসংখ্য ধন্যবাদ জানাই সেলার ভাইকে তার রেসপন্স ও খুব ভালো আপনারা সবাই নির্বিঘ্নে অর্ডার করতে পারেন। ডেলিভারির ভাইটা ও খুব ভালো ধন্যবাদ আপনাকে ও দারাজকে ,Positive
Abid R.,কেউ কিনবেন না। আমার মনে হয় এই ব্যক্তির বিবেক বলতে কিছুই নেই। ছবি কি দেখাল আর কি দিল। এর কারনে দারাজ অ্যাপ এ ২০ টা ১স্টার রিভিউ দিব। প্রতারনার একটা লিমিট থাকে।,Negative
Fahim A,দাম হিসাবে ঠিক আছে। কাপড় আর একটু ভালো হলে ভালো হতো আর কি.!,Neutral
Md.Shawon S.,ভাই আপনাদের প্রোডাক্ট ফটোগ্রাফি অনেক ভালো। কিন্তু প্রোডাক্ট এর কাপড়ের মানটা ততটা ভালো না।,Neutral
wahid S.,ছবির থেকেও  খুব সুন্দর  একটা টি-শার্ট ।বিক্রেতার একটা জিনিস আমার সবচেয়ে ভালো লেগেছে  তা হলে সাইজ ঠিকমতো একদম পারফেক্টলি  প্যাক করেছে।আরও কয়েকটা অর্ডার করেছি।সুন্দর সবকিছু,Positive
Mitu A,"কি চাইলাম আর কি দিলেন? এইটা কি ঠিক করলেন? মানুষকে আর এভাবে ঠকিয়েন না। না থাকলে না দিবেন। অন্য প্রোডাক্ট  দিছেন,তাও আবার M সাইজ না,Lসাইজ। পড়ার উপায়ই নাই।",Negative
masum A.,ভাই অনেক ধন্যবাদ। আমি যেটা অর্ডার  দিছি সেটা পাইছি। জিনিস  কিন্তু অনেক ভালো চাইলে আপনারা ও নিতে পারেন।,Positive
PHOENIX,যেটা অর্ডার করেছিলাম সেটা পাইনি। তবে যেটা পাইছি সেটা মন্দ নয়। তাই ফেরত দেইনি। টি-শার্টটি একজনকে গিফট দিয়েছি তাই ছবি দিতে পারলাম না।,Neutral
wahid S.,"বলতে চাই না কিছুই,এরকম হইলে ব্যাবসা করার দরকার নাই।ফালতু",Negative
Aziz R.,ভাইয়া এটা আপনার থেকে আশা করিনি ওই গেঞ্জিটা কি ঐটা দিছেন আমার মনে হয় তো ঐটা দেন আপনি আমারে অন্য গেঞ্জি দিয়ে আমার মনে আঘাত করছেন,Negative
Afran M,"আমিও সবার মতো ধরা খাইলাম, চাইছি L সাইজ, গেঞ্জিতে লেবেল আছে L সাইজের। কিন্তু M সাইজের থেকে ছোট মনে  হচ্ছে। আমি টাকা রিটার্ন  চাই।",Negative
Haiual,স্বল্পমূল্যে একটি ভাল টিশার্ট ধন্যবাদ  দারাজ কে এবং সেলার কে এত স্বল্প মূল্যে একটি টি-শার্ট ভাবাই যায় না,Positive
ZAKIR H.,গেঞ্জি  খারাপও না ভালোও না। ১০ দিন পরতে পারছি।তারপর রঙ উঠে গেছে। সাইজ ভুল হইছিলো তাই টাকা রিটার্ন  পাইছি।আর গেঞ্জিটাও ফ্রি পাইছি।সব মিলিয়ে ০টাকায় পাইছি।,Neutral
Safwan I,প্রোডাক্টটি অনেক  ভালো। যেমন চেয়েছিলাম তেমন পাইছি।প্যাকেটিং  অনেক ভালোছিল। সেলারও অনেক ভালো ছিলো। দারাজকে অসংখ্য ধন্যবাদ,Positive
